age,job,marital,education,default,balance,housing,loan
31,management,single,tertiary,no,165,yes,no
49,admin.,single,secondary,no,4509,no,no
50,unemployed,divorced,secondary,no,-214,yes,no
26,services,married,secondary,no,0,yes,no
25,technician,single,secondary,no,218,yes,no
43,self-employed,divorced,tertiary,no,0,no,no
36,services,single,tertiary,no,72,yes,no
61,technician,married,secondary,no,6384,yes,no
28,services,married,secondary,no,4,yes,no
35,blue-collar,divorced,secondary,no,3102,no,no
31,services,married,secondary,no,11512,yes,no
42,services,married,secondary,no,714,yes,no
49,management,divorced,tertiary,no,348,yes,no
35,admin.,single,secondary,no,414,yes,no
55,housemaid,married,tertiary,no,366,no,no
35,technician,married,secondary,no,35,yes,no
34,admin.,single,secondary,no,280,no,no
46,blue-collar,married,secondary,no,572,yes,no
45,technician,single,tertiary,no,5336,no,no
39,management,married,tertiary,no,710,no,no
51,management,divorced,tertiary,no,0,no,no
31,technician,married,secondary,no,141,yes,no
32,blue-collar,single,secondary,no,-219,yes,no
36,technician,divorced,tertiary,no,1023,yes,yes
54,admin.,divorced,primary,no,912,yes,no
46,admin.,married,secondary,no,7386,yes,no
32,management,single,tertiary,no,506,no,no
35,technician,single,secondary,no,634,yes,yes
53,retired,married,secondary,no,357,yes,no
51,technician,married,secondary,no,39,no,no
37,management,married,tertiary,no,1066,yes,no
41,blue-collar,married,secondary,no,1954,yes,yes
42,admin.,married,secondary,no,196,no,no
39,management,divorced,tertiary,yes,923,yes,yes
41,management,married,tertiary,no,5561,no,no
32,management,single,tertiary,no,84,no,no
50,management,divorced,tertiary,no,2564,yes,no
24,student,single,secondary,no,125,no,no
27,admin.,married,secondary,no,-435,no,yes
33,admin.,married,secondary,no,581,yes,no
38,management,single,unknown,no,715,yes,no
29,management,married,tertiary,no,2417,yes,no
47,management,married,tertiary,no,274,no,no
41,admin.,married,secondary,no,1010,no,no
24,blue-collar,single,primary,no,147,no,yes
38,technician,married,secondary,no,79,yes,no
52,self-employed,married,secondary,no,6353,yes,no
38,technician,married,secondary,no,750,yes,no
36,management,divorced,tertiary,no,2397,no,no
51,management,married,tertiary,no,25856,yes,no
58,retired,married,primary,no,0,no,no
53,management,married,tertiary,no,0,yes,no
35,blue-collar,single,secondary,no,278,yes,no
34,management,single,tertiary,no,886,yes,no
43,management,married,tertiary,no,9261,yes,yes
51,admin.,married,secondary,no,4178,no,no
61,management,married,tertiary,no,2,yes,yes
30,unemployed,single,tertiary,no,1683,no,no
37,blue-collar,married,secondary,no,1205,no,no
35,services,married,secondary,no,1385,yes,no
42,technician,single,tertiary,no,35,no,no
43,blue-collar,married,unknown,no,-633,yes,yes
34,blue-collar,married,secondary,no,322,yes,no
32,admin.,married,secondary,no,187,yes,no
37,technician,married,secondary,no,0,yes,no
39,technician,married,secondary,no,3643,no,no
45,admin.,married,primary,no,192,no,no
38,technician,single,secondary,no,864,yes,no
46,unknown,married,secondary,no,677,no,no
54,technician,married,tertiary,no,6507,no,no
40,technician,divorced,secondary,no,0,yes,no
36,technician,married,secondary,no,-179,yes,no
32,blue-collar,divorced,primary,no,380,yes,no
48,admin.,married,unknown,no,0,yes,no
30,technician,single,tertiary,no,97,yes,yes
33,technician,married,secondary,no,359,yes,no
47,technician,married,secondary,no,-401,yes,no
30,blue-collar,single,secondary,no,180,no,no
35,blue-collar,married,secondary,no,-172,yes,yes
42,management,married,secondary,no,-32,yes,no
49,blue-collar,married,unknown,no,507,no,no
42,technician,married,secondary,no,-356,no,yes
31,student,single,tertiary,no,117,no,no
34,management,married,tertiary,no,1657,yes,no
43,management,married,tertiary,no,536,yes,no
35,admin.,divorced,tertiary,no,262,yes,no
47,entrepreneur,married,tertiary,no,3659,no,no
52,management,divorced,tertiary,no,-297,yes,no
48,blue-collar,married,primary,no,14,no,no
44,blue-collar,divorced,secondary,no,-239,yes,no
32,technician,single,secondary,no,0,no,no
55,admin.,married,secondary,no,332,yes,yes
54,technician,married,secondary,yes,-896,yes,no
38,management,married,tertiary,no,272,yes,no
45,technician,married,secondary,no,144,no,yes
29,technician,single,secondary,no,290,yes,no
30,management,single,tertiary,no,623,no,no
32,blue-collar,married,primary,no,-454,yes,yes
34,admin.,married,tertiary,no,142,yes,yes
52,admin.,married,secondary,no,299,no,no
37,services,married,secondary,no,20,yes,no
43,self-employed,married,primary,no,3717,no,no
36,management,single,tertiary,no,479,no,no
45,services,married,unknown,no,8319,no,no
56,management,married,primary,no,93,no,no
40,services,married,secondary,no,-212,no,yes
45,blue-collar,divorced,primary,no,452,no,no
34,management,married,tertiary,no,11,yes,no
32,blue-collar,married,secondary,no,320,no,no
27,blue-collar,married,primary,no,-90,yes,no
38,blue-collar,married,primary,no,132,yes,no
32,technician,divorced,secondary,no,3345,yes,no
34,management,divorced,tertiary,no,0,no,no
42,technician,married,secondary,no,297,no,no
29,management,single,tertiary,yes,-1083,yes,no
56,blue-collar,single,primary,no,1187,yes,no
31,technician,married,secondary,no,4,yes,yes
58,retired,married,secondary,no,1227,no,no
32,blue-collar,single,secondary,no,1036,no,no
30,management,single,tertiary,yes,-388,yes,no
57,retired,married,tertiary,no,11254,no,no
43,blue-collar,single,secondary,no,99,no,no
49,retired,divorced,primary,no,18,no,yes
50,blue-collar,married,primary,no,157,no,no
32,technician,single,tertiary,no,257,no,no
30,blue-collar,married,secondary,no,-71,yes,no
35,services,divorced,secondary,no,440,no,no
48,management,single,secondary,no,-18,yes,yes
38,self-employed,married,secondary,no,746,yes,no
31,blue-collar,married,secondary,no,1716,no,no
53,entrepreneur,married,secondary,no,0,yes,no
55,management,married,tertiary,no,-375,yes,no
46,admin.,married,secondary,no,5169,no,no
46,technician,married,secondary,no,1427,yes,no
53,blue-collar,divorced,primary,no,4401,no,yes
32,admin.,married,secondary,no,31,no,yes
41,blue-collar,married,secondary,no,382,yes,no
45,blue-collar,single,secondary,no,-100,no,yes
32,blue-collar,married,primary,no,12705,yes,no
40,admin.,married,secondary,no,220,yes,no
42,blue-collar,married,secondary,no,1386,yes,no
41,entrepreneur,married,primary,no,0,yes,no
32,management,single,tertiary,no,2551,yes,no
53,unemployed,divorced,secondary,no,4512,no,no
35,services,married,secondary,no,27,no,no
26,technician,married,secondary,no,-119,yes,no
38,admin.,divorced,secondary,no,661,yes,yes
58,management,married,secondary,no,-382,no,no
37,self-employed,married,secondary,no,1549,no,no
47,blue-collar,married,secondary,no,-337,yes,no
48,retired,married,primary,no,666,yes,yes
46,management,married,tertiary,no,-3,yes,no
33,services,married,secondary,no,4402,yes,no
34,management,single,tertiary,no,2570,yes,no
31,admin.,single,secondary,no,620,yes,no
48,technician,married,secondary,no,0,no,no
56,self-employed,married,secondary,no,1113,no,no
45,management,married,tertiary,no,3857,no,no
39,technician,married,secondary,no,1587,yes,no
30,unemployed,single,unknown,no,2616,no,no
58,retired,married,secondary,no,1227,no,no
31,technician,single,tertiary,no,4979,no,no
45,blue-collar,single,secondary,no,0,yes,no
30,blue-collar,single,secondary,no,799,no,no
32,entrepreneur,married,tertiary,no,11591,yes,no
60,retired,married,secondary,no,1210,no,no
41,management,married,tertiary,no,2767,yes,no
41,self-employed,divorced,tertiary,no,107,yes,yes
60,unemployed,married,secondary,no,729,yes,no
39,blue-collar,married,secondary,no,276,yes,yes
30,blue-collar,married,primary,no,243,no,yes
37,technician,married,secondary,no,0,yes,yes
32,admin.,single,secondary,no,540,yes,no
36,management,married,tertiary,no,9324,yes,no
36,technician,divorced,secondary,no,-94,yes,no
37,blue-collar,married,secondary,no,16727,yes,no
38,entrepreneur,married,tertiary,no,1110,yes,no
32,management,married,tertiary,no,1331,no,no
29,blue-collar,single,secondary,no,180,yes,no
30,admin.,divorced,secondary,no,4,yes,no
31,management,single,tertiary,no,587,yes,no
30,management,single,tertiary,no,234,no,no
48,unemployed,married,secondary,no,0,no,no
33,blue-collar,married,primary,no,2665,yes,no
47,blue-collar,married,secondary,no,538,yes,no
36,management,married,tertiary,no,630,no,no
45,technician,married,secondary,no,0,yes,yes
43,entrepreneur,married,secondary,no,0,yes,no
44,entrepreneur,married,primary,no,5315,yes,yes
27,blue-collar,single,secondary,no,179,no,yes
28,management,single,tertiary,no,187,no,no
24,admin.,married,secondary,no,230,yes,no
31,technician,married,secondary,no,141,yes,yes
47,blue-collar,married,secondary,no,0,yes,no
34,management,married,tertiary,no,0,no,no
46,blue-collar,married,secondary,no,450,yes,no
30,entrepreneur,single,tertiary,no,303,yes,no
46,blue-collar,married,primary,no,1726,yes,no
53,services,divorced,secondary,no,36,yes,yes
38,management,married,secondary,no,3500,yes,no
38,admin.,single,secondary,no,465,yes,no
37,management,married,tertiary,no,64,no,no
44,blue-collar,married,secondary,no,3060,yes,no
41,technician,married,tertiary,no,354,no,yes
47,management,married,tertiary,no,0,no,no
40,blue-collar,married,secondary,no,1039,yes,no
44,management,married,primary,no,0,yes,no
31,unknown,married,secondary,no,10,no,no
42,blue-collar,married,primary,no,3405,yes,no
35,services,married,secondary,no,193,yes,yes
42,technician,divorced,secondary,no,324,yes,no
29,blue-collar,married,secondary,no,1052,yes,no
31,management,single,tertiary,no,2384,no,no
60,self-employed,married,secondary,no,0,no,no
37,admin.,divorced,secondary,no,141,yes,yes
36,admin.,married,secondary,no,110,no,no
51,services,married,secondary,no,135,no,no
44,management,married,tertiary,no,7635,yes,no
31,unemployed,married,secondary,no,3242,yes,yes
43,blue-collar,single,primary,no,548,yes,no
55,management,divorced,tertiary,no,2037,no,no
31,technician,married,secondary,no,0,no,no
31,technician,single,tertiary,no,22,no,no
47,blue-collar,married,primary,no,292,no,no
35,management,single,tertiary,no,0,no,no
33,technician,single,secondary,no,268,no,no
28,blue-collar,single,tertiary,no,1984,yes,no
29,technician,single,unknown,no,694,yes,yes
28,technician,single,tertiary,no,2489,yes,no
33,management,single,tertiary,no,0,yes,no
26,blue-collar,married,primary,no,755,yes,no
28,services,single,secondary,no,168,no,no
31,blue-collar,married,secondary,no,298,yes,no
51,blue-collar,married,primary,no,3754,no,no
27,blue-collar,single,secondary,no,3792,no,no
31,admin.,married,secondary,no,3052,yes,no
65,retired,married,secondary,no,1176,no,no
39,technician,married,secondary,no,447,yes,no
49,unemployed,married,secondary,no,136,yes,no
37,blue-collar,divorced,secondary,no,638,yes,no
46,management,divorced,tertiary,no,0,no,yes
39,services,married,primary,no,1601,yes,no
25,blue-collar,single,tertiary,no,567,no,no
46,housemaid,married,primary,no,4064,no,no
37,technician,married,tertiary,no,1561,no,no
42,blue-collar,married,secondary,no,-355,yes,yes
33,technician,single,tertiary,no,0,yes,no
50,blue-collar,married,primary,no,59,yes,no
43,technician,married,secondary,no,422,no,no
35,management,married,tertiary,no,1383,no,no
51,admin.,divorced,secondary,no,2785,no,no
33,admin.,single,secondary,no,-281,yes,yes
59,self-employed,married,tertiary,no,10360,no,no
52,blue-collar,married,secondary,no,543,no,no
48,blue-collar,married,secondary,no,113,yes,no
32,technician,married,secondary,no,6172,yes,no
42,technician,divorced,secondary,no,-106,yes,no
41,services,divorced,secondary,no,0,yes,no
50,blue-collar,married,secondary,no,1060,no,yes
31,services,married,secondary,no,407,yes,no
34,self-employed,single,secondary,no,3,yes,yes
51,blue-collar,married,primary,no,3764,yes,yes
37,admin.,married,secondary,no,764,yes,no
77,unemployed,divorced,secondary,no,6199,yes,no
26,student,single,secondary,no,268,no,no
56,retired,divorced,primary,no,-154,yes,yes
27,admin.,married,tertiary,no,417,yes,yes
39,blue-collar,single,secondary,no,522,yes,no
49,services,married,secondary,yes,15,no,no
41,unemployed,married,tertiary,no,0,no,no
56,technician,married,secondary,no,1093,no,no
56,self-employed,married,tertiary,yes,1218,no,no
55,technician,married,secondary,no,6958,yes,no
32,technician,single,secondary,no,321,yes,no
43,management,married,tertiary,no,460,no,yes
33,technician,single,tertiary,no,0,no,no
35,blue-collar,single,primary,no,1284,yes,no
27,blue-collar,married,primary,yes,-303,yes,yes
36,blue-collar,divorced,secondary,no,52,yes,yes
43,services,married,secondary,no,3608,yes,no
34,management,single,tertiary,no,2576,yes,no
56,housemaid,married,primary,no,0,no,no
48,admin.,married,secondary,no,490,no,no
32,admin.,married,secondary,no,1229,no,no
30,services,single,secondary,no,-97,yes,yes
55,admin.,married,secondary,no,9329,no,no
56,blue-collar,married,primary,no,0,yes,no
51,admin.,married,secondary,no,21,no,yes
45,admin.,single,secondary,no,-198,yes,no
32,technician,married,secondary,no,1119,no,no
48,blue-collar,married,primary,no,347,no,no
57,blue-collar,married,secondary,no,75,no,yes
62,technician,married,secondary,no,896,no,no
35,services,married,secondary,no,109,no,no
49,services,divorced,secondary,no,0,yes,no
37,blue-collar,married,secondary,no,3269,yes,no
42,blue-collar,married,secondary,no,2374,yes,no
38,management,married,tertiary,no,14352,no,no
33,entrepreneur,married,secondary,no,2727,yes,no
27,technician,single,unknown,no,811,yes,no
40,technician,married,secondary,no,75,yes,no
59,housemaid,married,secondary,no,0,no,no
50,housemaid,married,unknown,no,21244,no,no
47,technician,married,secondary,no,644,no,no
25,technician,single,secondary,no,-80,yes,no
28,blue-collar,married,secondary,no,822,yes,no
37,blue-collar,single,secondary,no,197,no,no
45,entrepreneur,married,tertiary,no,160,yes,no
40,blue-collar,married,secondary,no,2279,yes,no
45,management,married,secondary,no,424,no,no
37,services,married,secondary,no,42,yes,no
50,management,married,tertiary,no,2635,no,no
33,technician,married,secondary,no,2362,yes,no
35,blue-collar,divorced,secondary,no,336,yes,no
27,admin.,single,secondary,no,671,yes,no
30,admin.,married,secondary,no,15,no,no
30,technician,single,secondary,yes,-305,no,yes
30,management,single,tertiary,no,19796,no,no
44,management,divorced,tertiary,no,476,yes,yes
48,blue-collar,married,secondary,no,1913,no,no
66,technician,married,secondary,no,0,no,no
56,technician,married,secondary,no,62,no,yes
38,management,married,tertiary,no,184,no,no
27,management,single,tertiary,no,102,no,no
35,technician,married,secondary,no,289,yes,no
59,retired,married,secondary,no,5219,no,no
35,management,divorced,tertiary,no,808,yes,no
37,technician,married,secondary,no,494,yes,no
49,management,single,tertiary,no,370,no,no
37,management,married,tertiary,no,1276,no,no
42,services,married,secondary,no,1007,no,no
30,admin.,single,secondary,no,648,no,no
